Episode,AverageReward_AllAgents
269,-9.947598300641403e-14
270,5.999999999999948
271,8.666666666666506
272,148.0000000000008
273,59.99999999999998
274,76.00000000000038
275,158.00000000000065
276,44.66666666666682
277,41.333333333333066
278,100.66666666666686
279,4.666666666666609
280,14.666666666666634
281,23.333333333333176
282,15.99999999999983
283,33.33333333333326
284,-13.333333333333314
285,13.999999999999938
286,-16.666666666666664
287,-4.666666666666684
288,-3.3333333333333885
289,-4.000000000000051
290,19.33333333333317
291,11.999999999999934
292,44.66666666666657
293,-0.6666666666666246
294,68.00000000000003
295,72.00000000000011
296,4.66666666666669
297,39.33333333333311
298,8.000000000000043
299,60.666666666666764
300,40.6666666666667
301,-4.666666666666674
302,34.66666666666666
303,5.333333333333274
304,51.999999999999964
305,-17.33333333333331
306,18.666666666666572
307,-13.333333333333341
308,32.66666666666672
309,-13.333333333333345
310,4.666666666666706
311,12.666666666666517
312,16.666666666666508
313,5.999999999999961
314,15.999999999999929
315,23.9999999999998
316,70.00000000000009
317,49.3333333333332
318,46.66666666666657
319,-11.333333333333291
320,19.999999999999762
321,40.66666666666702
322,28.0000000000002
323,12.000000000000021
324,12.666666666666607
325,68.66666666666703
326,-13.333333333333341
327,40.666666666666856
328,5.333333333333249
329,96.00000000000028
330,-7.999999999999961
331,10.666666666666615
332,9.333333333333265
333,-17.333333333333314
334,23.33333333333312
335,-10.000000000000057
336,-4.666666666666633
337,38.000000000000014
338,74.6666666666671
339,64.66666666666673
340,47.333333333333435
341,143.33333333333366
342,37.33333333333354
343,34.66666666666665
344,44.00000000000019
345,-10.666666666666629
346,7.333333333333274
347,7.3333333333332655
348,-13.333333333333345
349,21.99999999999984
350,172.00000000000034
351,47.999999999999794
352,28.00000000000016
353,156.6666666666675
354,133.33333333333377
355,38.66666666666649
356,-4.666666666666652
357,-9.999999999999982
358,59.333333333333236
359,37.99999999999994
360,37.333333333333236
361,-7.333333333333294
362,36.66666666666672
363,-20.000000000000014
364,82.666666666667
365,-3.3333333333334156
366,93.33333333333378
367,22.000000000000046
368,21.333333333333204
369,141.3333333333339
370,4.666666666666579
371,18.66666666666642
372,163.33333333333408
373,112.66666666666724
374,7.999999999999911
375,-2.000000000000027
376,-8.666666666666641
377,105.33333333333387
378,54.666666666667
379,66.66666666666674
380,166.00000000000068
381,53.999999999999964
382,60.00000000000048
383,5.333333333333229
384,3.9999999999999445
385,106.00000000000017
386,96.66666666666708
387,48.666666666667005
388,60.666666666666714
389,5.999999999999904
390,5.333333333333279
391,38.00000000000015
392,-7.333333333333326
393,-1.3333333333332973
394,37.33333333333351
395,110.66666666666748
396,-4.000000000000049
397,40.66666666666692
398,99.33333333333339
399,103.33333333333378
400,41.333333333333236
401,-1.3333333333334032
402,112.0000000000005
403,1.333333333333267
404,28.66666666666661
405,40.666666666666536
406,15.333333333333295
407,84.66666666666681
408,86.66666666666697
409,1.3333333333332635
410,128.0000000000009
411,-13.99999999999998
412,29.999999999999854
413,-9.000207986294602e-14
414,60.66666666666666
415,70.66666666666693
416,-0.6666666666666957
417,14.00000000000003
418,63.33333333333339
419,18.666666666666863
420,23.999999999999854
421,-10.666666666666643
422,33.33333333333331
423,32.00000000000003
424,83.33333333333344
425,70.00000000000007
426,-7.105427357601002e-15
427,25.333333333333243
428,50.66666666666683
429,15.999999999999817
430,27.99999999999983
431,49.333333333333144
432,-13.999999999999963
433,74.66666666666708
434,86.66666666666721
435,98.66666666666701
436,23.333333333333528
437,51.99999999999988
438,42.00000000000017
439,5.333333333333383
440,19.33333333333363
441,89.33333333333344
442,52.00000000000005
443,25.3333333333332
444,-9.999999999999966
445,75.33333333333336
446,26.666666666666657
447,-13.333333333333314
448,43.99999999999975
449,86.00000000000045
450,63.33333333333371
451,66.00000000000051
452,100.66666666666686
453,3.3333333333332793
454,21.99999999999991
455,0.6666666666666826
456,1.9999999999999722
457,142.0000000000006
458,23.3333333333332
459,10.666666666666645
460,76.00000000000024
461,69.33333333333387
462,-2.6666666666666283
463,-20.000000000000014
464,43.33333333333358
465,61.33333333333317
466,8.666666666666552
467,3.9999999999999063
468,55.33333333333326
469,-9.999999999999986
470,18.66666666666651
471,60.66666666666654
472,61.333333333333506
473,14.66666666666652
474,33.999999999999915
475,79.99999999999987
476,-4.00000000000003
477,-20.000000000000014
478,77.33333333333363
479,-7.333333333333318
480,13.333333333333288
481,-10.666666666666629
482,-3.3333333333334187
483,39.33333333333328
484,81.3333333333336
485,26.666666666666973
486,3.3333333333333015
487,157.333333333334
488,-10.666666666666636
489,123.3333333333336
490,68.66666666666671
491,11.999999999999938
492,2.6666666666666328
493,32.66666666666682
494,24.666666666666526
495,81.33333333333337
496,-9.999999999999964
497,48.66666666666691
498,-7.333333333333314
499,48.666666666666686
500,30.666666666666487
501,51.33333333333345
502,9.999999999999867
503,48.666666666666835
504,-6.6666666666666705
505,-4.666666666666649
506,19.99999999999986
507,-11.333333333333314
508,14.666666666666613
509,34.66666666666688
510,42.0000000000001
511,-8.666666666666643
512,15.33333333333316
513,16.666666666666522
514,21.333333333333055
515,23.999999999999968
516,64.6666666666667
517,92.66666666666704
518,71.33333333333348
519,94.00000000000055
520,34.00000000000012
521,94.6666666666671
522,63.33333333333356
523,39.999999999999964
524,30.666666666666504
525,46.66666666666644
526,86.6666666666668
527,80.66666666666721
528,5.999999999999903
529,29.999999999999932
530,-4.666666666666677
531,-17.333333333333346
532,86.66666666666669
533,24.66666666666698
534,3.333333333333274
535,-20.000000000000014
536,77.3333333333335
537,25.33333333333353
538,14.000000000000023
539,-20.000000000000014
540,-4.240126768214244e-14
541,72.00000000000001
542,-17.33333333333331
543,10.666666666666574
544,39.33333333333341
545,-11.999999999999966
546,49.99999999999994
547,96.00000000000045
548,99.33333333333407
549,-14.66666666666663
550,78.00000000000045
551,-4.000000000000082
552,14.666666666666606
553,38.00000000000011
554,28.666666666666615
555,14.666666666666572
556,160.66666666666745
557,16.666666666666544
558,-3.3333333333334227
559,43.33333333333334
560,94.66666666666713
561,67.33333333333339
562,50.66666666666689
563,16.6666666666666
564,84.66666666666714
565,-16.666666666666664
566,-9.999999999999986
567,18.666666666666504
568,25.99999999999982
569,39.3333333333336
570,4.666666666666578
571,41.999999999999744
572,40.66666666666671
573,20.66666666666656
574,97.33333333333364
575,172.6666666666666
576,94.00000000000023
577,49.333333333333286
578,26.666666666666632
579,33.99999999999997
580,29.999999999999858
581,23.333333333333183
582,5.333333333333214
583,91.33333333333361
584,73.33333333333343
585,88.00000000000004
586,18.666666666666504
587,130.66666666666697
588,14.666666666666496
589,60.66666666666674
590,88.66666666666687
591,50.666666666666636
592,108.66666666666713
593,-9.999999999999993
594,5.333333333333253
595,55.333333333333286
596,7.999999999999968
597,27.99999999999982
598,84.66666666666728
599,-4.6666666666667505
600,13.333333333333153
601,143.33333333333408
602,-4.666666666666637
603,62.66666666666686
604,27.333333333333623
605,19.33333333333321
606,58.66666666666679
607,19.333333333333268
608,48.00000000000022
609,36.00000000000012
610,-4.6666666666667025
611,110.66666666666696
612,182.00000000000077
613,19.99999999999984
614,79.3333333333333
615,-1.3333333333333017
616,52.00000000000006
617,91.33333333333378
618,19.99999999999976
619,60.000000000000256
620,75.33333333333356
621,103.33333333333381
622,14.66666666666668
623,100.66666666666718
624,15.333333333333186
625,10.666666666666574
626,19.999999999999826
627,150.00000000000054
628,15.999999999999972
629,51.99999999999981
630,59.99999999999997
631,-1.3333333333333488
632,109.33333333333371
633,0.6666666666666359
634,-9.999999999999993
635,75.33333333333356
636,14.66666666666656
637,72.00000000000003
638,30.66666666666664
639,64.66666666666707
640,21.99999999999983
641,10.000000000000211
642,64.6666666666667
643,132.00000000000026
644,52.000000000000284
645,33.33333333333359
646,26.000000000000185
647,50.000000000000284
648,6.666666666666541
649,7.9999999999999885
650,24.666666666666924
651,32.000000000000306
652,6.666666666666647
653,5.3333333333332495
654,5.333333333333271
655,68.66666666666656
656,56.00000000000017
657,15.333333333333355
658,11.999999999999943
659,11.99999999999993
660,17.333333333333343
661,1.9999999999999243
662,73.33333333333357
663,93.33333333333343
664,139.3333333333338
665,-6.666666666666717
666,28.666666666666856
667,78.66666666666693
668,7.333333333333272
669,9.333333333333261
670,89.33333333333366
671,-6.66666666666671
672,16.666666666666575
673,47.99999999999981
674,91.33333333333367
675,46.000000000000206
676,-10.666666666666636
677,-3.333333333333418
678,124.00000000000011
679,84.66666666666718
680,27.999999999999854
681,129.3333333333339
682,50.00000000000006
683,55.33333333333311
684,64.00000000000017
685,-7.3333333333333
686,92.66666666666681
687,114.00000000000057
688,104.0000000000003
689,80.66666666666701
690,31.99999999999979
691,57.333333333333634
692,73.33333333333366
693,78.00000000000016
694,-10.000000000000066
695,186.6666666666675
696,66.00000000000016
697,48.00000000000022
698,64.66666666666698
699,62.000000000000085
700,33.99999999999996
701,112.66666666666593
702,108.00000000000044
703,21.333333333333645
704,70.66666666666673
705,112.00000000000016
706,140.00000000000037
707,-4.666666666666701
708,1.3333333333333173
709,28.66666666666643
710,124.00000000000053
711,180.66666666666742
712,36.66666666666664
713,62.66666666666716
714,26.666666666666554
715,21.33333333333316
716,-16.666666666666668
717,19.99999999999999
718,62.00000000000002
719,130.00000000000045
720,-20.000000000000014
721,-7.9999999999999885
722,-3.9999999999999805
723,-7.333333333333312
724,21.33333333333317
725,74.00000000000001
726,48.00000000000015
727,36.000000000000206
728,-4.000000000000006
729,147.33333333333402
730,14.000000000000199
731,-8.66666666666663
732,-3.3333333333332944
733,-0.6666666666667022
734,42.0000000000001
735,-7.999999999999954
736,68.0000000000002
737,31.999999999999773
738,84.66666666666708
739,-5.999999999999997
740,2.66666666666668
741,99.33333333333361
742,50.666666666667105
743,32.00000000000035
744,16.666666666666497
745,66.0
746,38.66666666666649
747,-13.333333333333343
748,96.66666666666686
749,69.33333333333314
750,-13.999999999999963
751,76.00000000000078
752,75.33333333333384
753,3.3333333333332518
754,77.33333333333358
755,117.33333333333356
756,19.333333333333375
757,34.666666666666686
758,13.999999999999963
759,-1.999999999999958
760,-3.9999999999999574
761,13.999999999999906
762,40.00000000000023
763,25.333333333333695
764,76.00000000000033
765,36.66666666666671
766,-13.999999999999964
767,45.33333333333335
768,13.999999999999849
769,38.666666666666586
770,67.3333333333335
771,25.99999999999987
772,21.33333333333316
773,14.666666666666506
774,-16.666666666666664
775,-20.000000000000014
776,25.333333333333353
777,-20.000000000000014
778,-16.666666666666664
779,19.999999999999837
780,32.66666666666658
781,52.00000000000009
782,31.99999999999996
783,12.666666666666544
784,18.666666666666995
785,1.3333333333332693
786,74.00000000000027
787,55.333333333333265
788,54.00000000000059
789,27.99999999999982
790,-20.000000000000014
791,-13.333333333333345
792,15.999999999999908
793,34.66666666666658
794,23.3333333333331
795,44.66666666666695
796,68.00000000000014
797,33.333333333333165
798,-20.000000000000014
799,-13.99999999999998
800,2.6666666666665875
801,12.6666666666665
802,32.66666666666659
803,12.66666666666658
804,29.33333333333316
805,9.333333333333265
806,125.33333333333314
807,36.666666666666735
808,114.66666666666708
809,27.333333333333382
810,9.333333333333295
811,97.33333333333378
812,6.666666666666656
813,-4.66666666666664
814,50.000000000000114
815,-6.66666666666664
816,19.333333333333297
817,162.6666666666673
818,13.333333333333208
819,54.0000000000004
820,80.66666666666669
821,-4.6666666666666385
822,40.66666666666651
823,39.33333333333309
824,0.6666666666665874
825,70.00000000000055
826,83.33333333333385
827,148.00000000000014
828,-13.999999999999963
829,5.999999999999901
830,17.333333333333304
831,-0.6666666666667199
832,74.66666666666701
833,-10.66666666666663
834,7.333333333333315
835,-1.3333333333334103
836,46.6666666666668
837,54.000000000000234
838,-13.333333333333314
839,45.999999999999915
840,100.00000000000017
841,33.99999999999988
842,13.333333333333266
843,109.33333333333405
844,-16.666666666666664
845,96.00000000000038
846,146.0000000000008
847,-3.3333333333333144
848,17.999999999999844
849,78.66666666666687
850,-16.666666666666664
851,-13.99999999999998
852,86.00000000000013
853,70.66666666666718
854,77.33333333333353
855,81.3333333333335
856,70.0000000000001
857,44.66666666666679
858,-2.000000000000029
859,68.66666666666684
860,-3.9999999999999982
861,90.66666666666659
862,63.333333333333506
863,74.00000000000064
864,46.66666666666692
865,110.00000000000058
866,5.999999999999837
867,-11.333333333333306
868,-9.999999999999973
869,-13.99999999999998
870,55.33333333333335
871,41.33333333333339
872,42.666666666666536
873,49.333333333333144
874,114.66666666666742
875,86.00000000000034
876,122.00000000000064
877,-2.6666666666666328
878,-10.66666666666664
879,39.99999999999991
880,-16.666666666666664
881,67.3333333333333
882,1.9999999999999118
883,15.333333333333103
884,18.66666666666656
885,-0.6666666666666695
886,49.33333333333363
887,19.333333333333492
888,158.00000000000043
889,109.33333333333404
890,139.33333333333394
891,31.33333333333321
892,78.66666666666667
893,58.0000000000002
894,45.33333333333332
895,27.333333333333417
896,-1.3333333333333641
897,15.333333333333336
898,51.33333333333312
899,-2.666666666666634
900,80.0000000000003
901,91.33333333333367
902,26.666666666666544
903,18.6666666666665
904,101.33333333333348
905,21.333333333333155
906,12.666666666666535
907,78.00000000000017
908,104.00000000000028
909,11.3333333333332
910,111.33333333333383
911,43.33333333333348
912,-11.333333333333295
913,74.66666666666673
914,37.33333333333321
915,94.66666666666681
916,12.666666666666522
917,43.99999999999998
918,3.3333333333332633
919,53.333333333333506
920,-17.333333333333314
921,86.66666666666697
922,114.66666666666674
923,55.33333333333346
924,21.33333333333311
925,124.00000000000044
926,120.00000000000038
927,122.66666666666701
928,-2.0000000000000218
929,-13.33333333333332
930,66.66666666666697
931,224.00000000000003
932,-4.666666666666695
933,-10.666666666666648
934,20.666666666666845
935,181.33333333333397
936,159.33333333333374
937,-8.666666666666641
938,87.33333333333343
939,40.66666666666689
940,25.999999999999744
941,16.6666666666665
942,52.6666666666668
943,188.6666666666672
944,136.00000000000028
945,-0.6666666666667252
946,39.33333333333341
947,156.66666666666723
948,54.000000000000085
949,64.00000000000004
950,46.000000000000135
951,134.00000000000043
952,12.6666666666665
953,146.00000000000026
954,50.66666666666654
955,47.333333333333314
956,-6.666666666666654
957,3.333333333333296
958,78.66666666666686
959,142.00000000000043
960,176.66666666666708
961,5.333333333333305
962,72.0000000000001
963,-1.9999999999999833
964,56.666666666666806
965,11.999999999999984
966,30.666666666666913
967,43.33333333333345
968,62.000000000000455
969,104.00000000000064
970,-7.999999999999997
971,11.9999999999999
972,91.33333333333347
973,7.999999999999919
974,15.99999999999995
975,-9.999999999999995
976,2.6666666666666727
977,62.00000000000052
978,10.666666666666584
979,24.666666666666668
980,54.00000000000036
981,68.0000000000001
982,66.66666666666687
983,82.66666666666708
984,68.66666666666696
985,146.6666666666674
986,54.66666666666644
987,170.66666666666717
988,9.999999999999934
989,-0.6666666666667354
990,-9.999999999999964
991,34.666666666666934
992,-14.666666666666648
993,93.33333333333383
994,86.66666666666691
995,101.33333333333383
996,31.999999999999805
997,148.00000000000043
998,17.33333333333329
999,-1.3333333333333275
1000,5.9999999999999325
