Episode,AverageReward_CQL
455,-13.504843750000008
456,-17.408281250000012
457,-11.185468749999977
458,-21.600468749999973
459,-19.150624999999977
460,-17.018906249999976
461,-39.610156250000024
462,-5.346718750000002
463,-28.708125000000113
464,-19.333593750000002
465,-19.01687500000004
466,-33.54265625000004
467,-11.476718749999986
468,-45.475781250000004
469,-37.073906249999986
470,-46.59703124999998
471,-27.77593750000008
472,-39.783125000000005
473,-32.302343749999984
474,-27.48531249999999
475,-25.45859374999999
476,-25.48062500000001
477,-7.569218749999961
478,-19.599843749999994
479,-9.552499999999961
480,-29.880312500000006
481,-43.70250000000003
482,-25.80312500000002
483,-28.545468750000023
484,-30.43625000000003
485,-28.617812500000014
486,-24.486093750000062
487,-4.512031250000001
488,-42.26828124999998
489,-32.13593750000002
490,-28.270312500000077
491,-39.90249999999997
492,-23.515156249999997
493,-35.78953125000001
494,-25.329687500000027
495,-38.25906250000003
496,-29.356250000000053
497,-26.54078125000013
498,-19.178125000000026
499,-32.4240625
500,-30.610000000000067
501,-38.37000000000007
502,-32.260625000000005
503,0.12656250000001254
504,-20.595624999999984
505,-19.757968749999975
506,-18.838125000000044
507,-31.177656250000048
508,-28.432656250000182
509,-9.858124999999992
510,-26.48453125000003
511,-30.410937500000077
512,-34.42343750000006
513,-16.714531250000004
514,-28.75125000000011
515,-26.03156250000006
516,-17.573281250000033
517,-29.861718750000197
518,-18.287812499999998
519,-5.520156249999985
520,-40.524687500000056
521,-22.888750000000048
522,-23.445000000000057
523,-29.90750000000019
524,-11.910937499999948
525,-21.60859375000007
526,-22.490625000000083
527,-24.344062500000057
528,-14.157031249999957
529,-16.174062499999962
530,-34.19031250000008
531,-19.846875000000043
532,-23.214531250000075
533,-24.79187500000006
534,-23.670468750000033
535,-17.16937499999992
536,-23.122656250000013
537,-8.812968749999953
538,-32.117031250000025
539,-27.51453125000011
540,-28.57203125000013
541,-25.109531250000092
542,-33.98734375000007
543,-23.37328125000007
544,-15.029374999999973
545,-29.383281250000035
546,-23.47203125000001
547,-19.279218749999988
548,-35.17656249999998
549,-4.939062499999996
550,-31.099843750000097
551,-30.865000000000045
552,-34.83703125000002
553,-38.824999999999996
554,-15.211874999999988
555,-28.71921874999998
556,-25.454062500000102
557,-14.619531249999966
558,-14.346874999999999
559,-28.199531250000057
560,-20.415468749999985
561,-25.71125000000009
562,-28.10265625
563,-27.759843750000012
564,-30.060937500000016
565,-30.154531250000097
566,-45.420781250000005
567,-18.28437500000001
568,-18.130624999999984
569,-0.1454687499999914
570,-31.464062500000043
571,-25.950468749999974
572,-9.664375000000023
573,-15.076718749999996
574,-14.837812499999997
575,-9.501874999999993
576,-20.853906250000062
577,-15.936718749999967
578,-27.526718750000153
579,-19.895000000000035
580,-6.253906249999991
581,-12.511406250000006
582,-19.300781250000046
583,-14.970468749999965
584,-29.597187500000054
585,-23.37093750000003
586,-19.304218750000015
587,-12.74140624999998
588,-21.667343750000047
589,-17.922968749999992
590,-14.810781249999959
591,-35.1918750000002
592,-21.131250000000083
593,-12.928437500000085
594,-11.737031249999966
595,-35.58515624999996
596,-14.979218750000014
597,-27.042187500000036
598,-41.59765625000005
599,-22.531406250000064
600,-35.45109375000007
601,-34.219531250000045
602,-19.626250000000002
603,-26.384062500000027
604,-23.382031250000043
605,-32.55296875000001
606,-27.484531249999968
607,-20.63765625000002
608,-24.43984374999999
609,-29.049062499999987
610,-23.734531250000153
611,-35.7803125
612,-35.55218750000003
613,-28.82765625000007
614,-25.646718750000105
615,-35.34765625000029
616,-42.28921875000006
617,-44.48781250000001
618,-23.541718750000005
619,-35.62515625000004
620,-32.6062500000001
621,-20.747812499999952
622,-18.80265624999998
623,-17.506874999999997
624,-19.771406250000027
625,-6.638281249999969
626,-7.8153124999999966
627,-26.761406249999986
628,-33.54828125000001
629,-21.498750000000005
630,-22.07671875000005
631,-41.44062500000006
632,-33.69296875000011
633,-20.55578125000002
634,-28.036718750000034
635,-7.149687499999963
636,-22.4475000000001
637,-31.16187500000004
638,-24.384062500000052
639,-18.55296874999999
640,-37.01187499999998
641,-23.85953125000001
642,-30.316250000000174
643,-22.33249999999998
644,-13.813906249999944
645,-26.96156250000005
646,-17.710156249999958
647,-18.24374999999998
648,-36.92250000000009
649,-21.134843749999977
650,-25.644062500000125
651,-26.846250000000026
652,-19.042187499999994
653,-34.40562500000015
654,-36.14328125000014
655,-25.099375000000087
656,-15.302968749999962
657,-22.965000000000007
658,-28.10859375000015
659,-15.108281249999965
660,-28.669843750000148
661,-32.423125000000034
662,-23.215937500000017
663,-35.82171875000005
664,-19.301875000000027
665,-30.304218750000025
666,-23.332031250000004
667,-18.84781249999997
668,-37.221718750000086
669,-34.601250000000114
670,-25.809531250000084
671,-24.867968750000067
672,-21.813437499999978
673,-32.73046874999999
674,-15.450156249999996
675,-18.865000000000155
676,-39.56296875000026
677,-39.679687500000036
678,-27.66000000000008
679,-29.981718750000034
680,-22.190468750000004
681,-29.150000000000027
682,-29.867187499999975
683,-25.301406250000007
684,-19.20546874999994
685,-16.833281249999988
686,-13.470312499999947
687,-26.512343750000042
688,-29.516093750000184
689,-17.529375000000012
690,-36.85203125000003
691,-13.127499999999996
692,-20.914843750000014
693,-20.975000000000033
694,-16.527187499999968
695,-30.898750000000035
696,-21.955000000000066
697,-29.07000000000013
698,-18.20078125000001
699,-3.9679687499999763
700,-14.338125000000023
701,-33.12234375000011
702,-36.80406250000012
703,-33.47906250000015
704,-16.745156249999948
705,-7.025156250000016
706,-37.60265625000027
707,-22.92406250000007
708,-23.948125000000154
709,-15.250781249999964
710,-30.7948437500001
711,-30.118281249999995
712,-25.616250000000097
713,-25.846875000000118
714,-13.31093749999999
715,-21.17875000000004
716,-12.280625000000008
717,-24.62062500000008
718,-35.88515625000024
719,-20.4596875
720,2.2534375000000417
721,-19.97906249999996
722,-31.847812500000007
723,-27.928124999999973
724,-35.64859375000006
725,-23.437343750000085
726,-26.373906249999997
727,-31.158281250000122
728,-25.948750000000047
729,-21.800625000000025
730,-26.17562500000014
731,-15.706406249999983
732,-32.5915625000001
733,-12.026562499999985
734,-25.85234375000005
735,5.765156250000031
736,-22.16968750000005
737,-15.179999999999994
738,-30.96187500000008
739,-23.495468750000096
740,-20.233125000000033
741,-43.512656249999964
742,-32.81390625
743,-22.580156250000094
744,-27.77687500000001
745,-36.47515625
746,-28.728593750000105
747,-10.31484374999998
748,-17.01296875000003
749,-21.650624999999994
750,-30.670937499999983
751,-21.407343750000027
752,-31.640468750000046
753,-14.751249999999953
754,-37.49593750000009
755,-31.796875000000025
756,-27.65531250000001
757,-26.198593750000022
758,-44.49125000000001
759,-38.18593749999999
760,-44.60593749999999
761,-16.890156249999976
762,-28.940156249999994
763,-29.40421875000018
764,-13.037343749999977
765,-41.32593749999993
766,-39.09281250000003
767,-46.66156249999994
768,-25.686875000000047
769,-27.63265625
770,-29.623750000000026
771,-15.50234374999998
772,-27.808593749999993
773,-36.132343750000054
774,-29.609687500000003
775,-13.85562499999999
776,-32.631562500000086
777,-22.98578125000008
778,-34.153125000000124
779,-45.44484375000022
780,-43.6140625
781,-23.535
782,-45.99656249999999
783,-33.44000000000005
784,-22.89531249999996
785,-34.92421875000003
786,-28.742031250000025
787,-24.110156250000042
788,-25.016406249999996
789,-7.974531249999992
790,-34.53234375000002
791,-38.335937500000064
792,-33.304843750000096
793,-34.80375000000003
794,-30.621406250000067
795,-27.442500000000084
796,-22.740468750000044
797,-29.890156250000043
798,-43.148437500000014
799,-19.463906249999983
800,-29.914375
801,-27.02234375000011
802,-31.453750000000017
803,-33.82203125
804,-34.82906250000003
805,-35.246875000000045
806,-19.332968750000017
807,-36.81906249999997
808,-11.615624999999978
809,-23.02718750000002
810,-26.97359375
811,-14.621874999999987
812,-27.302656250000123
813,-26.712031250000024
814,-18.914843749999964
815,-20.44703124999999
816,-17.09624999999998
817,-20.32890624999999
818,-31.146250000000006
819,-37.244687500000076
820,-8.41609374999999
821,-10.140156249999974
822,-27.62218750000005
823,-21.209375000000048
824,-4.668437499999995
825,-25.79734375000004
826,-35.91421875000007
827,-33.54250000000008
828,-35.11578124999996
829,-35.453281250000025
830,-29.247343749999995
831,-15.252812499999964
832,-19.05609375000005
833,-25.96703125000004
834,-27.200312499999992
835,-21.04562500000007
836,-28.488437500000035
837,-37.1484375
838,-24.031250000000053
839,-18.251874999999988
840,-25.494375000000048
841,-10.713437499999982
842,-21.0103125
843,-17.544999999999973
844,-12.55515624999997
845,-34.155937500000135
846,-25.195625000000064
847,-18.054687500000053
848,-33.60593750000004
849,-30.25
850,-38.27749999999997
851,-40.290781249999945
852,-30.800000000000004
853,-34.18281250000002
854,-31.203750000000177
855,-24.54203125000001
856,-18.14296875000005
857,-33.45031250000009
858,-28.42515624999998
859,-40.12203125000007
860,-20.287812499999987
861,-19.433437500000025
862,-17.87312499999997
863,-21.39687499999999
864,-29.20859375000012
865,-29.169375000000084
866,-37.313125000000014
867,-33.63203125000003
868,-14.613124999999965
869,-6.343593749999982
870,-11.571874999999947
871,-31.994531249999987
872,-28.707812500000017
873,-18.00390625000006
874,-21.780468749999986
875,-29.20546875
876,-33.71656250000006
877,-39.932031250000016
878,-36.63703125000006
879,-30.722656250000025
880,-20.171718750000036
881,-36.59546875000003
882,-39.035937500000124
883,-28.562031250000068
884,-35.383749999999985
885,-33.17609375000004
886,-44.58031249999998
887,-29.506875000000118
888,-32.07734375000003
889,-20.92390625
890,-33.16109375000003
891,-24.625937500000017
892,-25.167499999999993
893,-22.34359375000004
894,-37.863749999999975
895,-36.48468750000013
896,-34.732968750000076
897,-32.32546874999998
898,-34.46749999999998
899,-33.345625000000005
900,-36.29171875000006
901,-31.995937500000032
902,-39.88078125000005
903,-20.495937500000036
904,-42.500312500000035
905,-44.42250000000006
906,-31.600625000000004
907,-41.71015624999996
908,-31.350468750000008
909,-33.13796874999998
910,-31.443906250000005
911,-32.0890625000001
912,-32.82031250000001
913,-39.06046874999998
914,-31.322031250000066
915,-23.726406250000018
916,-30.15843750000008
917,-43.91328125000002
918,-34.311562500000086
919,-25.74828125000004
920,-32.82203125000004
921,-38.98859375
922,-33.39000000000005
923,-35.91546875000011
924,-14.751874999999988
925,-27.92265625000004
926,-27.382343750000107
927,-30.391875000000077
928,-10.63890624999999
929,-22.077031250000054
930,-36.763281250000006
931,-33.28156250000003
932,-40.85562500000001
933,-37.02046875000005
934,-43.85687499999996
935,-27.279062500000002
936,-45.47312499999999
937,-37.010625
938,-35.54421875000002
939,-43.4848437499999
940,-37.414062500000036
941,-41.94843750000005
942,-45.10640624999996
943,-35.97578125000003
944,-17.104843749999954
945,-43.07484374999996
946,-29.13125000000002
947,-15.685468750000085
948,-34.24343749999996
949,-16.95124999999999
950,-19.82546875000004
951,-31.318125000000013
952,-29.850781249999976
953,-35.65890624999998
954,-32.87015625000003
955,-33.12125000000001
956,-20.696250000000003
957,-45.37812499999995
958,-24.52937499999999
959,-30.326250000000023
960,-29.42578125000005
961,-38.82234375000001
962,-33.74156250000001
963,-38.145625
964,-19.025625000000044
965,-22.437187500000036
966,-30.344218750000064
967,-19.462187500000024
968,-25.253281250000093
969,-22.93625000000011
970,-27.226406250000057
971,-14.951718749999971
972,-29.327031249999997
973,-22.272656250000043
974,-33.29531250000002
975,-35.81359375000005
976,-29.68578125000004
977,-42.68343749999996
978,-45.82968749999993
979,-36.282812500000006
980,-25.408906250000033
981,-45.24734374999997
982,-39.25609375
983,-42.204375000000006
984,-39.31343750000003
985,-45.39968749999998
986,-45.50531250000001
987,-33.56937500000004
988,-32.97656250000006
989,-27.027031250000014
990,-36.43093750000008
991,-30.541249999999987
992,-20.556093750000006
993,-22.64562499999997
994,-23.204531250000006
995,-30.92171875000006
996,-31.513281250000034
997,-31.590312500000064
998,-30.538750000000114
999,-20.68031249999998
1000,-29.363750000000014
