Episode,AverageReward_CQL
225,-47.077812500000064
226,-49.04374999999996
227,-49.502968750000335
228,-47.29234374999994
229,-48.983750000000036
230,-48.97703124999999
231,-48.814687500000055
232,-49.02328125000018
233,-48.27609375000003
234,-49.09671875000004
235,-46.57546875000019
236,-48.90671875000004
237,-48.82234375000012
238,-46.996875000000095
239,-48.65046874999996
240,-49.05093750000009
241,-49.48765625000022
242,-48.143593750000264
243,-49.08453125
244,-49.69796875000041
245,-47.322968750000115
246,-48.68843749999995
247,-43.46718750000018
248,-48.29000000000024
249,-47.21984374999991
250,-48.79203124999999
251,-49.32843750000022
252,-49.237031250000214
253,-46.84546875000007
254,-48.87937499999993
255,-47.266718750000116
256,-48.95640624999999
257,-48.807656249999965
258,-48.95093750000007
259,-45.82640625000011
260,-49.11500000000015
261,-46.20421875000006
262,-47.9756250000001
263,-49.02312500000002
264,-49.16578125000013
265,-47.848906249999985
266,-49.085625000000114
267,-48.35687499999996
268,-48.57359374999999
269,-46.79468750000006
270,-49.55750000000023
271,-44.022656250000175
272,-48.73687500000008
273,-47.30109375000017
274,-49.21609375000001
275,-49.44015625000024
276,-49.08468750000013
277,-48.93843749999999
278,-44.52234375000028
279,-48.84656250000009
280,-48.82093749999995
281,-48.543124999999975
282,-49.14250000000021
283,-49.315000000000346
284,-48.91328125000023
285,-49.130625000000116
286,-43.1662500000001
287,-48.73062500000006
288,-48.99578125000009
289,-48.67390624999995
290,-49.42546875000027
291,-42.648906250000124
292,-47.3160937500001
293,-48.53578125000007
294,-48.99359374999995
295,-48.65921874999999
296,-49.36937500000011
297,-49.31593750000036
298,-48.726874999999886
299,-49.48406250000034
300,-48.764374999999916
301,-48.59718750000001
302,-48.50359374999992
303,-47.010625000000125
304,-48.745468749999915
305,-49.09546875000012
306,-47.33546875000018
307,-48.770781250000084
308,-49.29921875000018
309,-47.03453124999998
310,-46.694999999999965
311,-48.91843750000014
312,-47.62046875000015
313,-49.58609375000032
314,-48.742812500000085
315,-49.366406250000004
316,-49.23937500000004
317,-49.30187500000006
318,-46.458281250000134
319,-46.0128125
320,-46.36875000000008
321,-49.313437500000255
322,-49.292656250000114
323,-48.44390625000007
324,-49.2817187500002
325,-43.57796875000017
326,-46.697500000000204
327,-48.00687500000015
328,-49.44859375000023
329,-47.67578125000012
330,-49.52390625000024
331,-48.843124999999866
332,-46.76390625000027
333,-49.18484375000009
334,-49.21984375000006
335,-49.062500000000064
336,-47.26468750000014
337,-46.635937499999926
338,-46.98281250000004
339,-49.328750000000234
340,-46.75624999999998
341,-49.29265625000009
342,-46.1771875
343,-45.39250000000005
344,-48.68671874999995
345,-46.582499999999975
346,-49.38312500000022
347,-49.13124999999998
348,-49.01250000000004
349,-41.90375000000003
350,-48.858906250000175
351,-48.84515625000012
352,-47.82156249999998
353,-48.71031250000005
354,-48.937031250000175
355,-47.800000000000175
356,-49.52093750000026
357,-49.19234375000014
358,-49.162343750000176
359,-49.288125000000306
360,-48.72656249999997
361,-48.679843750000025
362,-48.519062499999954
363,-49.41796875000029
364,-48.889062500000016
365,-48.012812500000024
366,-49.10765625000009
367,-46.689999999999934
368,-47.33500000000015
369,-45.142343750000116
370,-46.781718750000195
371,-46.89671875000012
372,-47.99468750000018
373,-49.380312500000166
374,-47.03125000000022
375,-49.18140625000013
376,-47.907187500000184
377,-45.5340625
378,-46.79343750000015
379,-49.472968750000135
380,-47.60828125000001
381,-47.760937499999955
382,-49.40828125000019
383,-49.21953125000011
384,-47.58546875000007
385,-47.5810937500001
386,-48.927656250000034
387,-49.38453125000032
388,-49.251250000000226
389,-48.88593750000006
390,-47.405468750000075
391,-46.85140625
392,-48.65093750000006
393,-47.002343750000065
394,-49.36546875000021
395,-46.29562500000009
396,-48.797187500000035
397,-49.064687500000225
398,-49.433125000000274
399,-47.73906250000022
400,-49.03218750000009
401,-47.899687500000184
402,-47.86281250000006
403,-46.60781250000019
404,-45.6401562500001
405,-49.055625000000184
406,-46.455625000000026
407,-48.95593750000001
408,-48.92953125000003
409,-49.60406250000027
410,-44.75562500000022
411,-49.21140625000024
412,-49.03390625000009
413,-48.983906249999976
414,-46.318906250000104
415,-48.80953125000003
416,-48.9287500000001
417,-48.998281249999884
418,-47.856718750000134
419,-48.015781250000146
420,-47.26921875000016
421,-49.31406250000025
422,-48.99593750000001
423,-48.98859374999994
424,-44.81859375000019
425,-47.60656250000004
426,-49.78234375000042
427,-48.81781249999994
428,-47.214687499999975
429,-49.178437500000115
430,-47.441406250000234
431,-48.973281250000234
432,-49.37000000000013
433,-49.58609375000025
434,-47.18484375000003
435,-49.41375000000012
436,-49.01453125000003
437,-49.54296875000027
438,-48.65234375000005
439,-49.51062500000026
440,-49.256250000000165
441,-48.8281250000001
442,-47.187500000000014
443,-47.57828125000012
444,-44.05031250000006
445,-49.29375000000011
446,-48.63843749999991
447,-46.461874999999914
448,-45.784218750000306
449,-49.26640625000012
450,-47.18953125000003
451,-46.325312500000045
452,-46.87109375000017
453,-45.1546875000003
454,-45.71718750000007
455,-45.575156250000134
456,-46.68781250000001
457,-49.07375000000002
458,-47.20578124999998
459,-47.629531250000134
460,-48.77671874999993
461,-48.01421875000016
462,-49.113281250000014
463,-49.28109375000025
464,-49.1873437500002
465,-49.40859375000024
466,-45.95921875000006
467,-47.080625000000126
468,-48.791250000000154
469,-49.3450000000003
470,-48.697500000000055
471,-47.992187500000234
472,-47.35437500000015
473,-47.557968750000185
474,-48.14078125000015
475,-49.382343750000125
476,-49.29031250000028
477,-49.06312500000001
478,-46.22625000000015
479,-47.67015625000021
480,-47.599375000000094
481,-47.068749999999994
482,-45.26468750000018
483,-48.021718750000055
484,-46.77265624999991
485,-47.014531250000395
486,-49.14093750000013
487,-48.77124999999998
488,-47.899531250000194
489,-43.046718750000075
490,-47.58109375000027
491,-44.84171875000018
492,-48.68109374999988
493,-49.06031250000015
494,-49.15359375000015
495,-49.28796875000015
496,-48.95265625000001
497,-49.253593750000164
498,-47.86296875
499,-48.92624999999995
500,-46.71265625000005
501,-48.81687500000003
502,-46.80828125000025
503,-49.35015625000023
504,-49.32937500000025
505,-48.35234375000026
506,-46.95234374999995
507,-48.71906250000017
508,-49.15531250000012
509,-49.48703125000021
510,-47.38515625000007
511,-49.345000000000205
512,-47.84656250000022
513,-49.29109375000001
514,-48.12921875000006
515,-49.647968750000196
516,-49.050781250000234
517,-47.619687500000126
518,-46.98031249999994
519,-49.08468750000002
520,-48.79078125000006
521,-46.211406249999975
522,-47.5068750000001
523,-47.148750000000014
524,-47.61171875000026
525,-45.472031250000164
526,-46.65265625000008
527,-49.07812500000005
528,-48.938437500000205
529,-49.197968750000186
530,-49.1925000000001
531,-44.334687499999944
532,-48.18750000000013
533,-48.25984374999986
534,-47.54687500000022
535,-48.79078125000005
536,-48.98140625000037
537,-45.80312500000014
538,-47.154218750000105
539,-47.725781250000196
540,-49.22531250000003
541,-48.48812500000001
542,-48.36828125000023
543,-47.89124999999995
544,-48.387031250000234
545,-49.15875000000016
546,-47.60078125000002
547,-48.87156250000003
548,-47.40203125000006
549,-47.59109375
550,-47.08625000000002
551,-44.9193750000002
552,-49.01390625000021
553,-48.7504687500001
554,-47.21796875000002
555,-48.637031249999936
556,-48.46296874999991
557,-47.67437500000033
558,-45.11171875000011
559,-49.29703125000009
560,-48.73000000000006
561,-46.82312500000022
562,-45.94515625000011
563,-48.92546875000008
564,-49.28406250000013
565,-49.33593750000014
566,-45.17031250000026
567,-47.649999999999984
568,-48.90906250000017
569,-49.53062500000028
570,-48.93578124999995
571,-47.87296875000018
572,-47.22328125000002
573,-49.46937500000029
574,-49.190312500000104
575,-43.41421874999998
576,-48.55203124999998
577,-47.11500000000011
578,-49.074062500000124
579,-46.14937500000009
580,-47.2973437500001
581,-45.162500000000186
582,-48.934062500000046
583,-47.08937500000014
584,-46.115937500000136
585,-47.013281250000276
586,-48.668437499999975
587,-49.331250000000196
588,-48.811093750000126
589,-48.95578125000004
590,-46.57328124999992
591,-48.59328125000008
592,-47.069531250000054
593,-49.4212500000001
594,-49.24546875000017
595,-49.42843750000024
596,-49.27187500000014
597,-48.91015625000011
598,-46.82953125000005
599,-46.88421875000009
600,-49.26875000000013
601,-46.74609375000018
602,-49.06437500000022
603,-47.32562500000011
604,-45.63078124999999
605,-49.12500000000017
606,-49.37734375000013
607,-48.50562499999995
608,-46.438437500000234
609,-49.45500000000015
610,-49.22343750000013
611,-49.58343750000019
612,-47.61765625000026
613,-48.502812499999976
614,-49.49359375000022
615,-45.50171875000019
616,-47.66859375000017
617,-48.64328125000007
618,-46.96171875000022
619,-49.18546875000009
620,-49.21015625000008
621,-49.049062499999934
622,-49.25078125000016
623,-49.195156250000245
624,-48.82953125000009
625,-48.79000000000018
626,-49.19218750000026
627,-49.188750000000155
628,-48.3129687500002
629,-48.672031249999925
630,-47.91843750000026
631,-47.94953125
632,-48.21093750000029
633,-47.34875000000012
634,-49.57578125000019
635,-49.03609374999997
636,-48.85515625000008
637,-48.889531249999955
638,-49.32656250000024
639,-49.0001562500002
640,-48.54874999999983
641,-45.106562500000116
642,-49.22609375000008
643,-48.85484375000009
644,-45.71250000000008
645,-49.198906249999965
646,-49.50187500000009
647,-46.95328125000002
648,-48.90859375000018
649,-47.95609375000002
650,-48.95359375000007
651,-47.67984375000003
652,-47.88593750000011
653,-49.22640625000024
654,-44.659531250000285
655,-48.253437500000175
656,-45.80875000000021
657,-47.37734375000002
658,-47.95328125000004
659,-47.86171875000015
660,-49.13593750000012
661,-49.33671875000013
662,-49.68890625000029
663,-46.82218749999999
664,-49.397656250000246
665,-46.62109375000012
666,-48.79218750000008
667,-49.17015625000021
668,-49.09906250000024
669,-49.78468750000029
670,-49.2231250000001
671,-49.24890625000011
672,-49.26156250000014
673,-47.12859375000018
674,-47.24171875000024
675,-43.865312500000115
676,-48.036562500000166
677,-48.815937500000004
678,-49.312500000000256
679,-46.94656250000028
680,-49.43718750000025
681,-46.69000000000004
682,-47.38593750000011
683,-49.45812500000023
684,-49.24781250000019
685,-48.90390625000004
686,-45.58031250000009
687,-49.42062500000025
688,-48.91124999999998
689,-49.16750000000016
690,-48.93703125000005
691,-49.2368750000002
692,-48.932031250000136
693,-48.9484375000001
694,-48.84921874999993
695,-47.884062500000134
696,-46.27421875000021
697,-49.297187500000106
698,-49.42531250000025
699,-46.604062500000005
700,-48.99484375000019
701,-49.036562500000166
702,-46.71062500000023
703,-48.98250000000009
704,-49.44312500000007
705,-47.88656250000003
706,-49.4575000000002
707,-42.97265625000011
708,-49.081718750000114
709,-48.574531250000014
710,-48.663437500000036
711,-49.72703125000041
712,-44.535468750000305
713,-49.143437500000175
714,-49.453437500000135
715,-47.66250000000009
716,-48.750468749999996
717,-49.03093750000008
718,-47.65781250000025
719,-49.117500000000014
720,-46.95234375000006
721,-49.06203125000008
722,-45.54031250000002
723,-48.92375000000005
724,-46.51109375000013
725,-49.23937500000008
726,-48.9879687500001
727,-43.4098437500001
728,-44.74562500000007
729,-49.22171875000016
730,-49.186562500000214
731,-48.94296874999998
732,-49.14593750000005
733,-48.782343750000116
734,-48.861250000000055
735,-49.57640625000026
736,-46.49421875000019
737,-48.89843750000012
738,-49.29750000000017
739,-48.994062500000034
740,-48.578281250000025
741,-48.59953124999991
742,-49.29500000000016
743,-48.82999999999992
744,-49.335156250000075
745,-47.61375000000026
746,-49.008906249999995
747,-49.370625000000075
748,-48.90656249999999
749,-49.13281250000028
750,-48.859062499999986
751,-46.944062500000086
752,-42.05515625000018
753,-48.94593750000006
754,-48.82046874999999
755,-44.08062499999997
756,-45.728906250000094
757,-46.771406250000226
758,-45.77718750000018
759,-46.822187499999984
760,-49.436250000000264
761,-49.082187500000025
762,-48.23031250000036
763,-47.70328125000006
764,-49.048593750000016
765,-46.770312499999996
766,-49.49921875000029
767,-47.51265625000013
768,-46.74203125000032
769,-47.00015624999998
770,-45.080468750000364
771,-47.37156250000011
772,-49.281406250000074
773,-49.251718750000016
774,-49.21750000000024
775,-49.05906250000005
776,-49.34000000000022
777,-48.90406250000007
778,-49.35421875000019
779,-48.517656249999845
780,-47.954531250000144
781,-48.20999999999995
782,-49.49390625000021
783,-47.48093750000016
784,-48.28234375
785,-48.93390625000009
786,-43.82296874999998
787,-49.25656250000021
788,-49.117031250000075
789,-49.611093750000336
790,-47.084687500000136
791,-45.243750000000084
792,-49.25515625000003
793,-49.340312500000294
794,-49.14265625000008
795,-48.850468750000104
796,-47.36296875000016
797,-49.15203125000023
798,-48.972968750000064
799,-48.97953125000011
800,-47.9560937500002
801,-46.87421875000029
802,-48.969218750000216
803,-48.70124999999995
804,-47.49937500000031
805,-48.78515624999989
806,-48.87609374999993
807,-48.74546874999994
808,-47.610937500000006
809,-48.96671874999998
810,-47.39171875000023
811,-46.9446875
812,-45.55015625000011
813,-48.9826562500001
814,-47.85234375000004
815,-48.8235937500002
816,-47.54875000000017
817,-49.06906250000025
818,-48.50015625000008
819,-46.90156250000001
820,-48.70546875000005
821,-48.010468750000186
822,-49.38328125000025
823,-46.78890625000007
824,-49.205468749999994
825,-47.33640624999997
826,-49.113593750000014
827,-49.362343750000306
828,-48.60234375000006
829,-48.71890625000006
830,-48.74218749999993
831,-48.63062499999996
832,-45.956406249999986
833,-46.37140625
834,-47.299687500000125
835,-48.86078125000018
836,-48.50218749999995
837,-49.31640625000016
838,-48.72671875000009
839,-48.809531250000134
840,-49.24578125000016
841,-49.1073437500001
842,-47.1578125000002
843,-49.42015625000012
844,-49.055781250000024
845,-47.23625000000018
846,-49.19562500000007
847,-46.503125000000075
848,-48.752812500000054
849,-49.42437500000016
850,-49.2640625000002
851,-48.93015625000003
852,-48.805
853,-47.80890625000023
854,-46.28375000000007
855,-47.05843750000002
856,-48.653593750000084
857,-47.31562500000013
858,-44.95140625000028
859,-48.991718749999976
860,-46.23499999999997
861,-47.17874999999998
862,-48.914218749999876
863,-48.45125000000002
864,-44.85312500000008
865,-49.53625000000024
866,-48.71437500000001
867,-48.97171874999995
868,-45.966406250000105
869,-49.01609375000021
870,-48.837812500000034
871,-49.42046875000018
872,-46.475468750000054
873,-49.502031250000286
874,-49.08562500000006
875,-49.17515625000009
876,-49.00718750000021
877,-48.11031250000014
878,-49.282031250000166
879,-49.135156250000094
880,-49.334687500000044
881,-47.51750000000003
882,-48.848906249999985
883,-48.69718750000005
884,-48.30937500000032
885,-48.64374999999996
886,-48.88500000000004
887,-46.439375000000034
888,-49.157812500000155
889,-48.93234374999998
890,-49.33343750000023
891,-49.123750000000136
892,-48.575312499999995
893,-48.90921875000002
894,-49.11921875000009
895,-48.82765625000019
896,-48.985624999999985
897,-48.84359375000011
898,-48.6300000000001
899,-49.026875000000025
900,-44.44546875000015
901,-47.22484375000012
902,-44.13015625000013
903,-49.15484374999999
904,-49.270468750000134
905,-49.30937500000019
906,-47.79125000000004
907,-47.67671875000009
908,-48.81109374999999
909,-49.27703125000018
910,-48.84765625000011
911,-49.06281250000011
912,-49.11687500000006
913,-47.72078125000008
914,-44.644999999999975
915,-49.08531250000009
916,-49.08156250000012
917,-47.39671875000004
918,-49.1378125
919,-49.03156250000007
920,-47.46421875000028
921,-48.63234375000003
922,-47.84140625000003
923,-48.101406250000224
924,-46.83328124999991
925,-47.73296875000007
926,-45.671093750000175
927,-47.43796875000034
928,-46.44687500000021
929,-47.771250000000244
930,-48.82875000000007
931,-47.766875000000155
932,-49.19718750000028
933,-47.51078125000004
934,-49.01437500000002
935,-48.98187500000019
936,-48.83640625000005
937,-49.28953125000032
938,-47.99375000000022
939,-48.762968750000056
940,-48.89984375000005
941,-47.02609375000025
942,-48.77718750000008
943,-47.33515625000031
944,-48.537500000000016
945,-49.37031250000023
946,-46.80984375000007
947,-47.986250000000275
948,-44.86609375000028
949,-49.161718750000155
950,-48.82562500000009
951,-48.74046875000004
952,-48.72640625000009
953,-49.37562500000012
954,-47.48921875000009
955,-48.8926562500001
956,-43.38984375000013
957,-48.97875000000005
958,-48.86515624999997
959,-48.87437500000007
960,-46.866406250000075
961,-48.803437499999966
962,-49.020312500000216
963,-48.76015625000002
964,-48.33109374999997
965,-49.38281250000017
966,-46.877968750000306
967,-47.618906250000364
968,-49.04687500000011
969,-47.26109375000011
970,-47.45656250000018
971,-48.45140625
972,-48.866250000000136
973,-48.75203125000007
974,-48.34296875000012
975,-47.39109375000027
976,-48.554375
977,-49.38453125000018
978,-48.106562500000265
979,-49.38734375000023
980,-43.923281249999974
981,-46.83015624999993
982,-49.01484375000019
983,-48.95484375000007
984,-47.43656250000019
985,-49.06218750000008
986,-47.60171875000031
987,-49.50718750000027
988,-46.984531250000146
989,-46.00609375000004
990,-47.736718749999994
991,-46.6309375000002
992,-47.067343750000035
993,-48.77437499999996
994,-48.230937500000195
995,-49.582656250000284
996,-49.21328125000026
997,-49.34343750000018
998,-47.01343750000029
999,-49.15500000000017
1000,-49.245000000000175
