Episode,AverageReward_IQL
1,-44.11062500000003
2,-46.07156250000002
3,-45.66359375000007
4,-46.71828125000001
5,-40.905781250000125
6,-36.28312499999996
7,-38.62718750000005
8,-39.00781250000005
9,-32.84984375000004
10,-38.47499999999999
11,-39.620781249999986
12,-46.583437500000045
13,-38.53546875000001
14,-34.13593749999995
15,-38.270000000000145
16,-47.24562499999997
17,-41.87187499999998
18,-16.31874999999999
19,-23.173593749999988
20,-33.54734375000002
21,-36.397500000000036
22,-35.45390625000002
23,-20.987031250000033
24,-29.303750000000232
25,-30.953281250000177
26,-22.112968750000025
27,-25.21437500000005
28,-12.211874999999957
29,-19.318750000000048
30,-19.778437500000127
31,-10.344062499999977
32,-33.07171875000006
33,-21.133437500000074
34,-3.669687499999974
35,-19.764218750000094
36,-26.82015625000008
37,-10.45234375000013
38,-32.91515625000028
39,-15.91312499999989
40,-19.674687500000033
41,-8.476249999999967
42,-14.995000000000003
43,-5.3234374999999625
44,-12.48203124999997
45,-22.60890625000021
46,-10.692656250000006
47,-13.146562499999957
48,-5.519374999999953
49,-34.44078125000024
50,-15.320156249999965
51,-17.16703124999997
52,-26.119843750000232
53,-18.6378125
54,-6.817812499999995
55,-1.808437499999966
56,2.8415625000000606
57,-17.247187499999953
58,17.669843749999853
59,-37.490000000000265
60,-6.782499999999929
61,-3.355156249999996
62,-17.872031249999967
63,1.7820312500000512
64,-13.34671874999995
65,1.5248437500000414
66,-4.711718749999964
67,-2.468437499999937
68,-28.197343750000105
69,-27.627343750000087
70,-6.72890624999998
71,-10.94124999999995
72,-8.100624999999999
73,-12.247187499999969
74,4.456093750000009
75,-10.98562499999997
76,-16.78781249999994
77,-10.457812499999962
78,-21.985937499999952
79,-30.30390625000007
80,-23.328437499999975
81,-33.247656250000034
82,-29.63296875000003
83,-38.714218750000015
84,-28.005312500000002
85,-31.842968749999986
86,-28.740000000000045
87,-31.043437500000007
88,-37.96921874999998
89,-22.484531249999982
90,-39.01953125000002
91,-20.444531249999965
92,-31.959687500000022
93,-37.92171875
94,-41.57281250000003
95,-31.529218749999963
96,-34.75390625000001
97,-32.62749999999999
98,-34.91015625000009
99,-40.20343749999997
100,-35.60109374999997
101,-32.90359375000019
102,-29.10468750000009
103,-15.088906250000006
104,-21.170156249999987
105,-28.457499999999953
106,-24.404062500000002
107,-20.03640625000003
108,-31.703281250000007
109,-21.881250000000026
110,-19.208281250000017
111,-15.505000000000068
112,-31.60734375000004
113,-18.121406250000003
114,-19.70484374999999
115,-12.288281249999995
116,-13.880937499999972
117,-28.61031249999999
118,-19.259531250000006
119,-26.811093750000047
120,-17.248749999999987
121,7.280468750000032
122,0.7181250000000202
123,5.0515625000000055
124,-14.337499999999988
125,-14.38374999999996
126,4.421406250000011
127,5.777812500000075
128,6.546718750000027
129,-14.044531249999974
130,-7.553281249999998
131,-2.2659374999999926
132,15.518437500000006
133,4.5185937500000515
134,-12.554531249999975
135,-5.625000000000001
136,-14.264218750000026
137,-15.258437499999973
138,0.5112500000000112
139,-5.169687499999991
140,-2.970781249999995
141,-12.726874999999971
142,-13.985312499999994
143,-23.08140624999999
144,-27.775624999999966
145,-7.550781250000006
146,-12.809687499999981
147,-26.95468750000003
148,-24.862343750000008
149,-8.436875000000008
150,-4.766875
151,6.768281250000009
152,-10.379218749999987
153,8.850937500000024
154,-1.2489062499999994
155,-6.545781249999984
156,-18.911250000000027
157,-12.960937500000012
158,-7.0349999999999815
159,-23.59109375000002
160,-9.093281249999988
161,5.420000000000024
162,-13.270781249999986
163,-18.17718750000002
164,-11.38984375000001
165,-31.758437500000017
166,-27.357343750000013
167,-17.85625
168,-1.281562499999996
169,-8.960468749999999
170,-7.851093750000002
171,-22.19374999999999
172,0.21593750000000994
173,-21.429375000000018
174,-6.62109375
175,16.754218750000003
176,-0.647031250000003
177,-19.411093749999996
178,-9.862656250000002
179,8.223906249999997
180,0.3054687500000047
181,-4.555468749999996
182,-6.530624999999995
183,-13.635625000000006
184,-6.096406250000002
185,-9.83999999999999
186,-22.670937500000033
187,-7.338281249999993
188,8.911249999999953
189,-3.2278124999999984
190,-23.36484375
191,-5.0253124999999885
192,-31.84890624999997
193,-15.58531249999999
194,3.7435937500000027
195,-4.17859375
196,-7.368593749999996
197,-6.607031250000005
198,-9.316406250000002
199,0.04484374999999347
200,-22.337968750000012
201,-0.06515624999999081
202,-9.198281249999996
203,-29.872656249999984
204,-19.38000000000002
205,-3.7909374999999974
206,-4.511718750000004
207,-8.552187500000008
208,-8.40906250000001
209,-35.02874999999995
210,-14.274531250000011
211,-1.8673437499999959
212,6.86640625000002
213,-9.883125000000001
214,1.4068749999999992
215,-15.84359374999998
216,-12.73015625
217,-21.536250000000003
218,-16.00453124999999
219,-21.441718750000003
220,-9.899687499999997
221,-17.57968749999999
222,-5.892187500000004
223,-21.09953125000001
224,-17.477031250000007
225,-20.11890624999999
226,-23.0453125
227,-10.132343750000002
228,-13.468593750000013
229,5.888750000000018
230,-2.4639062499999937
231,-16.515781249999975
232,6.533749999999997
233,-11.670937499999994
234,-2.8521874999999977
235,-11.571718749999992
236,-20.97109374999999
237,-7.603124999999998
238,-10.78375000000001
239,-4.996406250000001
240,-15.970468749999997
241,-10.540937500000004
242,2.640781250000004
243,0.4300000000000085
