Episode,AverageReward_IQL
10,-15.200000000000012
20,-11.999999999999998
30,-8.000000000000018
40,-8.800000000000004
50,-9.600000000000005
60,-4.000000000000078
70,-12.799999999999997
80,5.599999999999954
90,-8.000000000000025
100,2.799999999999923
110,-4.800000000000056
120,2.800000000000002
130,-5.600000000000018
140,8.800000000000033
150,7.59999999999993
160,6.799999999999963
170,3.9999999999999845
180,0.7999999999999904
190,1.9999999999999694
200,17.999999999999883
210,23.999999999999893
220,7.200000000000014
230,-9.200000000000014
240,19.999999999999957
250,7.199999999999955
260,14.399999999999988
270,11.199999999999962
280,17.200000000000077
290,0.39999999999995983
300,20.39999999999993
310,0.3999999999999666
320,25.200000000000106
330,-4.800000000000059
340,-4.40000000000006
350,5.999999999999968
360,7.19999999999998
370,-2.80000000000003
380,-1.2789769243681804e-14
390,20.399999999999917
400,24.799999999999947
410,3.199999999999985
420,12.399999999999883
430,37.60000000000001
440,33.20000000000013
450,34.8
460,44.000000000000014
470,33.60000000000008
480,37.60000000000001
490,51.2000000000002
500,51.600000000000236
510,17.200000000000053
520,27.200000000000017
530,22.799999999999994
540,83.60000000000016
550,7.599999999999954
560,23.59999999999996
570,18.400000000000098
580,20.00000000000005
590,48.40000000000013
600,3.5999999999999757
610,17.600000000000072
620,42.40000000000009
630,11.200000000000063
640,22.400000000000063
650,37.20000000000023
660,27.599999999999984
670,52.79999999999993
680,31.199999999999996
690,30.000000000000057
700,30.39999999999993
710,50.400000000000105
720,37.60000000000016
730,59.200000000000045
740,51.600000000000115
750,17.599999999999987
760,50.800000000000054
770,3.999999999999911
780,28.400000000000055
790,34.00000000000006
800,54.00000000000006
810,46.40000000000008
820,41.20000000000008
830,63.600000000000094
840,68.80000000000007
850,92.00000000000003
860,38.000000000000064
870,50.40000000000007
880,55.19999999999995
890,33.20000000000007
900,88.8000000000003
910,27.200000000000056
920,16.400000000000105
930,6.799999999999928
940,-3.2000000000000655
950,10.399999999999995
960,36.8000000000001
970,29.19999999999996
980,31.600000000000072
990,40.40000000000008
1000,66.40000000000028
